int	Patients receiving <e10> cimetidine </e10>, e,g,, concomitant therapy with <e20> ketoconazole </e20>, should carefully monitor the dosage of these products as these may affect their pharmacokinetics. 
int	Patients receiving this therapy may need to avoid taking the <e10> T_rexate </e10> or the <e20> ibuprofen </e20> on a regular basis. 
int	Antiepileptic Drugs, diflunamine, <e10> ampicillin </e10>, prednisolone, <e22> rifampin </e22>, tetracycline, <e22> digoxin </e22>, fluoxetine, and phenytoin are also highly recommended when 
int	Antacids: <e10> rifampin </e10> and aspirin decreased the binding of <e20> corticosteroids </e20> to the nucleus of the vas deferens and impaired vasodilator-like effects. 
int	Therefore, <e10> Tegretol </e10> should not be used with caution in patients receiving clozapine or <e20> ketoconazole </e20>. 
int	Drugs like <e10> prednisolone </e10> and <e22> benzodiazepines such as atrazanil and warfarin may increase the CNS depressant effect of <e22> morphine </e22>. 
int	As with other <e10> nonsteroidal_anti-inflammatory_agents </e10>, quinidine, <e20> <e20> ibuprofen </e20>, and <e22> quinidine_sodium </e22> may reduce blood pressure. 
int	Therefore, <e12> metoprolol </e12> should not be administered as the sole active antacids of <e20> metoprolol </e20> and other drugs of abuse that may have the effect of cimetidine 
int	The pharmacokinetic activity of a combination of <e10> fluoxetine </e10> and haloperidol may depend upon the type and extent of <e22> fluoxetine </e22> exposure. 
int	The effects of <e10> anticholinergic_agents </e10> and <e20> dopaminergic_agents </e20> on motor neurons may be potentiated by the addition of dopamine. 
int	Combination of <e10> ritonavir </e10> with <e20> ampicillin </e20> can potentiate the effect of clonidine on the thyroid gland, increasing the risk of secondary thyroid cancer, hypertension, dyslipidemia, and hypercholesterolemia. 
int	These effects may occur when oral <e10> corticosteroids </e10> are administered in combination with a <e20> corticosteroid </e20>. 
int	However, the effects of oral <e10> antacids </e10> and <e20> antacids </e20> may be additive, and may not be absorbed by the bloodstream of the patient. 
int	<e12> Antidepressants </e12> : As reported in a study with cimetidine, it has been shown that <e20> <e20> phenytoin </e20> increases the binding of cimetidine to quinolones and decreases its binding to quinolones. 
int	eg, cetirizine ) may lower serum levels of Cmax and may increase their pharmacokinetics in the following manner: (i) <e10> dizoxazole </e10> may interact with <e20> tetracycline </e20>. 
int	Although the use of corticosteroids and other <e10> opioids </e10> has been suggested in pediatric patients receiving <e20> carbamazepine </e20>, the safety and efficacy of prednisolone 
int	No studies have shown a relationship between the <e10> antihypertensive_agents </e10> and adverse reactions in patients receiving <e20> rifampin </e20>. 
int	or other drugs, and other agents, including certain substances known to have antacid activity and may potentiate antacid_acid_inhibitors (e,g,, <e10> rifampin </e10>, corticosteroids, thyroid-stimulating hormone-blocking agents, vitamin_III_blocking agents, <e22> antifungals </e22>, and any <e20> sympathomimetic_agents </e20>, and
int	In patients taking <e10> aspirin </e10> or <e20> ibuprofen </e20> at lower doses, <e21> methotrexate </e21> did not influence the pharmacokinetics of <e22> fluoxetine </e22> and <e23> nevirapine </e23>. 
int	Administration of <e10> bacitracin </e10> to patients with hypertension (n=15) or with concomitant use of <e20> ritonavir </e20> should not cause pharmacodynamic interactions. 
int	There is no pharmacokinetic or pharmacodynamic interaction of <e10> co-administration </e10> with phenytoin in patients taking concomitant with <e20> vitamin_B-12 </e20>. 
int	o control the levels of the beta-blockers used in the study: <e12> MAO_Cine </e12> ( <e20> cyclosporine </e20>, <e20> ketoconazole ), triazolam, and the antacids terfenadine and thiazide. 
int	The inhibitory effect of a reduction in <e10> estradiol </e10> concentrations ( erythromycin ) may be enhanced when the following medications are administered concurrently: NSAIDs such as <e20> phenytoin </e20>, quinidine, barbiturates, <e21> methotrexate </e21>, methotrexate_oxidase_inhibitors such as Tylenol, phenyto
int	Therefore, the possible impact of CNS stimulant_relaxants and <e10> caffeine </e10> on CNS absorption is considered when evaluating the effects of CNS stimulants and <e20> caffeine </e20> on the metabolic clearance of these drugs. 
int	With <e10> Trixolone </e10>, a single inhalation of pentobarbital, a diuretic, or a <e20> benzodiazepine </e20> will result in no significant increases in benzodiazepine serum concentrations, and benzodiazepine blood levels may decrease if desired. 
int	Other medications (e,g,, ketoconazole, <e10> acetaminophen </e10>, barbiturates, clofibrate, concomitant administration of sedative_agents such as narcotic_agents, or <e20> fluoxetine </e20> ) should be avoided when taking oral contraceptives, as they may decrease contraceptive efficacy and increase the risk of pregnancy. 
int	Since this medication may interact with certain medications such as <e10> narcotics </e10>, it is recommended that individuals receiving <e20> narcotic_antidepressants </e20> should avoid these medications in patients receiving the drug therapy. 
int	Therefore, any oral dosage increases in plasma concentrations of <e10> NSAIDs </e10> should be evaluated with caution when taking <e20> phenytoin </e20>. 
int	<e10> Cimetidine </e10> should be administered cautiously at intervals, starting at a healthy adult receiving <e20> cimetidine </e20> and continuing until the time that blood levels of beta-blockers (such as amiodarone ) begin to decrease. 
int	The plasma levels of <e10> tetracyclines </e10> may be decreased following ingestion of the oral <e20> triazolam </e20>. 
int	the drug is metabolized in the liver with <e10> lithium </e10> and <e20> lithium-antagonists </e20>. 
int	e: Astringent_drugs : Astringent_drugs, including <e10> phenothiazines </e10>, may enhance the effects of these drugs on the plasma concentrations of <e22> phenothiazines </e22>. 
int	Therefore, <e12> ketoconazole </e12> should be considered for the treatment of <e20> cimetidine </e20> and should not be taken with other CNS depressants such as <e22> narcotic_doses </e22> or monoamine_antidepressants. 
int	Although other drugs such as calcium_channel_insulin, <e10> acetaminophen </e10>, and barbiturates may lower <e20> acetaminophen </e20> plasma concentrations, they may not decrease the pharmacokinetics of <e22> aspirin </e22> and possibly cause a concomitant increase in plasma calcium levels. 
int	Chloride <e10> ethinyl_estradiol </e10> may interfere with the absorption of <e22> chlorogenic_acid </e22> and may interfere with the absorption of <e23> ethinyl_estradiol </e23>. 
int	Norepinephrine is antagonized by some drugs with the following pharmacokinetics: <e10> cimetidine </e10> -concomitant administration ( <e20> rifampin </e20> ), sympathomimetic_acid ( Nizoral ), phenytoin ( Ativan ), phenothiazines ( Felbatol ), thiazide ( Sandimmune ), triazolam ( Inarticillin ), <e20> rifamp
int	Other Drugs: <e12> Agnofibrate </e12> may increase the sedation of the patient, but concomitantly with <e20> fluoxetine </e20> the sedation may decrease. 
int	There is a strong relationship between <e10> morphine </e10> and <e20> ketoconazole </e20> effects. 
int	A double-blind, placebo-controlled study in individuals receiving either the <e10> monoamine_oxidase_inhibitors </e10> ( MAOI ) <e22> diclofenac </e22> or diclofenac_amine, and the <e20> nitrous oxide_blocking_agents </e20> were performed in a double-blind, randomized crossover study. 
int	Nizoral Agents : Acamprosate, <e10> Ativan </e10>, <e20> Vyvanse </e20>, erythromycin, phenothiazines, and <e21> furosemide </e21> may interact with certain <e22> rifampin_agents </e22>. 
int	is given in the following doses: <e10> sertraline </e10> : about 30 to 50 mg tablets and taken with <e20> cimetidine </e20> # mg daily should be used to counteract the effect of sedating <e22> pyridoxine </e22>, and <e23> albuterol </e23>. 
int	<e10> Phenothiazines </e10>, and corticosteroids, have been shown to increase the plasma concentrations of <e20> anticoagulants </e20> and antihistamines (but not antihistamines ). 
int	In the acute phase, a decrease in <e10> caffeine </e10> dose may be required when administration of caffeine by <e20> chewable_gel </e20> is increased. 
int	<e10> Erythromycin </e10> should be used if <e20> corticosteroids </e20> have been added. 
int	The effect of <e10> VINFACTORY </e10> on the metabolism of concomitant <e20> nitrates </e20> is unknown. 
int	<e10> Lithium </e10> ( Lithium ) and <e20> co-administration of anticonvulsants </e20> and <e20> lithium </e20> with chlorpromazine ( # mg/day) and phenytoin. 
int	While neither is recommended to cause bleeding, anticonvulsants (eg, <e10> furosemide </e10> ), alcohol, and <e20> diazepam </e20> should not be administered on <e22> quinidine </e22> with any nonconformant blood. 
int	There is a recent study showing that <e10> sertraline </e10> may enhance plasma levels of nicotinic_acid and interfere with the clearance of <e20> calcium </e20>. 
int	To increase the effectiveness of anticholinergic therapy in the treatment of CNS depression, pharmacokinetics of <e10> rifampin </e10> were compared with rifampin and <e20> anticholinergic </e20>. 
int	There are multiple studies suggesting that <e10> ketoconazole </e10> inhibits the metabolism of co-administered cimetidine and potentiates the antihypertensive effect of <e20> morphine </e20>. 
int	<e10> B_HEXACA_VINES </e10> : Increased risk of hypertension (hypoglycemia) in patients taking <e20> DMAO </e20>, when given without cholestyramine or concomitant concomitant oral CYP3A4. 
int	Nihonbodone, <e10> ibuprofen </e10>, phenytoin, <e22> vitamin_C </e22>, vitamin_C-containing beta-blockers, <e20> cimetidine </e20>, diclofenac, quinidine, beta-blockers, aplicin, nelfinavir, indinavir, nicardipine. 
int	diuretics, and <e10> phenytoin </e10> : the following: <e20> phenytoin </e20> is an oral solution containing concomitant administration of <e20> rifampin </e20> and an imidazole tablet. 
int	At least 30% of the time, a solution containing <e10> phenylbutazone </e10> should be obtained by using an oral dosage of <e20> methyldopa </e20> -containing antifungals. 
int	In some studies, the authors observed that <e10> fenafil </e10> concentrations did not change with increasing administration of oral contraceptives (e,g,, <e20> tricyclic_antidepressants </e20> or the selective <e20> clonidine </e20> ) or oral contraceptives with <e22> prednisolone </e22> or methotrexate (e,g,, cimetidine ). 
int	Preliminary clinical trials indicate that MAOIs may not cause clinically significant reductions in plasma levels of quinolones, <e12> salicylates </e12>, or the <e20> salicylates </e20> family of <e21> aminoglycosides </e21>, but may increase plasma levels of these agents by significant quantities in patients who require concomitant pharmacologic adjustment of NSAIDs and the antidiabetic_drug_
int	In the presence of <e10> tricyclic_antidepressants </e10>, <e20> ketoconazole </e20> or quinidine, administration of <e21> ketoconazole </e21> is contraindicated in patients receiving the drugs # mg/day or # mg/day for a total of # days with <e22> phenytoin </e22> 
int	Etonogestrel Should Not Be Combination Drugs, because of the pharmacokinetics and elimination of either <e10> alprazolam </e10> or <e20> potentabine </e20>. 
int	A single oral dose of <e10> furosemide </e10> and caffeine, a chewable tablet containing <e20> vitamin_D </e20>, was given to 17 healthy volunteers who had taken <e22> concomitant supplements of furosemide, <e22> magnesium_magnesium_diphenicolide </e22>, trileptal, and methotrexate. 
int	In rats, oral administration of <e10> tranylcypromine </e10>, <e20> tranylcypromine_CXC2 </e20>, nicardipine, lopinavir, or other drugs that enhance the excretion of tranylcypromine by the liver or peripheral blood vessels in the presence of <e20> cyclosporine </e20> increases the rate of the clearance of tranylcypromine by
int	In vitro studies of ketoconazole and <e10> albixone </e10> and <e20> ketoconazole </e20> were conducted on rats. 
int	g: There are other possible effects of <e10> phenytoin </e10> and caffeine, but not coadministered alone, on oral (e,g,, <e20> morphine </e20> ) clearance and on CNS clearance of these potent medicines. 
int	Because of the clinical and pharmacokinetic profile of <e10> rifampin </e10>, coadministration of <e22> tetracycline </e22> with tetracycline does not alter the pharmacokinetics of either carbamazepine or rifampin. 
int	In a comparison of <e12> caffeine </e12> and <e20> naproxen </e20>, it is found that naproxen inhibits the CYP3A4, but not CYP3A4, metabolism, whereas caffeine is able to do the same thing. 
int	However, it is not known whether <e10> aspirin </e10> or <e20> propranolol </e20> is capable of significantly interfering the binding of <e22> antihistamines </e22> to prostate cancer cells. 
int	As a result, <e10> nimetic_acid </e10> should not be administered as a daily dose or any time when nimetic_acid is coadministered with other <e20> probenecid </e20>. 
int	It has been reported that <e10> quinidine </e10> is highly potentiated by carbamazepine, a coadministered propranolol-like metabolite of quinidine ( 1,000 mg daily ) and quinidine <e20> sertraline </e20>. 
int	Phenobarbital - in combination with other <e10> anticholinergic </e10> agents, may increase the toxicity of anticholinergic_antagonists such as <e20> quinidine </e20>. 
int	Coadministration of <e12> quinidine </e12> with <e20> norepinephrine </e20> resulted in an increase in plasma concentrations of atorvastatin, thiazide, and guanathiazide. 
int	<e10> NSAIDs </e10> : Concomitant administration of <e20> quinidine </e20> ( # mg of phenytoin ), dexamethasone, thiazide or <e20> metforminamide </e20> may produce significant doses of the drug that should not be received concurrently. 
int	In humans, a single interaction of <e10> phenytoin </e10> with <e20> aminoglycosides </e20>, phenytoin_antagonists, folic acid, niacin, cyclosporine, or <e22> tricyclic_antidepressants </e22> (e,g,, indinavir, diazepam, temazepam ) results in elevated serum levels of these drugs and
int	Therefore, the therapeutic interaction between <e10> cimetidine </e10> and <e20> carbamazepine </e20> has not been studied. 
int	Diluted TNF_antagonists, <e10> cyclosporine </e10>, phenytoin, or <e20> cyclosporine_inhibitors </e20>, including aspirin, cyclosporine, and its derivatives, may potentiate the potentiation of <e22> theophylline </e22>. 
int	That is, when <e10> VEXIFROXYOL </e10> is administered concurrently with <e20> diazepam </e20>, concomitant concomitant administration of <e22> clofibrate </e22> should not result in an adverse effect. 
int	<e10> Kadianine </e10> should be given in a single dose on the order of 10 mg for serum <e20> vitamin_3 </e20> alone or twice daily ( 
int	When <e10> nonylphenidate </e10> is administered with <e20> dipyridol </e20> ( 
int	Etonogestrel is known to inhibit the uptake of hepatic beta-adrenergic_receptor_agents, including <e10> ergot </e10> and <e20> guanfacine </e20>. 
